laus_code,state_fips,county_fips,name,year,labor_force,employed,unemployment_level,unemployment_rate
CN2904900000000,29,49,"Clinton County, MO",2018,"10,852","10,510",342,3.2
CN2905100000000,29,51,"Cole County, MO",2018,"38,229","37,273",956,2.5
CN2905300000000,29,53,"Cooper County, MO",2018,"7,424","7,194",230,3.1
CN2905500000000,29,55,"Crawford County, MO",2018,"10,832","10,407",425,3.9
CN2905700000000,29,57,"Dade County, MO",2018,"3,576","3,479",97,2.7
CN2905900000000,29,59,"Dallas County, MO",2018,"6,966","6,693",273,3.9
CN2906100000000,29,61,"Daviess County, MO",2018,"4,048","3,926",122,3
CN2906300000000,29,63,"DeKalb County, MO",2018,"4,829","4,677",152,3.1
CN2906500000000,29,65,"Dent County, MO",2018,"6,199","5,994",205,3.3
CN2906700000000,29,67,"Douglas County, MO",2018,"5,009","4,780",229,4.6
CN2906900000000,29,69,"Dunklin County, MO",2018,"12,102","11,436",666,5.5
CN2907100000000,29,71,"Franklin County, MO",2018,"52,287","50,683","1,604",3.1
CN2907300000000,29,73,"Gasconade County, MO",2018,"7,752","7,527",225,2.9
CN2907500000000,29,75,"Gentry County, MO",2018,"3,584","3,497",87,2.4
CN2907700000000,29,77,"Greene County, MO",2018,"148,502","144,715","3,787",2.6
CN2907900000000,29,79,"Grundy County, MO",2018,"4,536","4,372",164,3.6
CN2908100000000,29,81,"Harrison County, MO",2018,"3,828","3,710",118,3.1
CN2908300000000,29,83,"Henry County, MO",2018,"9,795","9,446",349,3.6
CN2908500000000,29,85,"Hickory County, MO",2018,"3,834","3,676",158,4.1
CN2908700000000,29,87,"Holt County, MO",2018,"2,644","2,581",63,2.4
CN2908900000000,29,89,"Howard County, MO",2018,"4,973","4,832",141,2.8
CN2909100000000,29,91,"Howell County, MO",2018,"16,233","15,653",580,3.6
CN2909300000000,29,93,"Iron County, MO",2018,"3,544","3,353",191,5.4
CN2909500000000,29,95,"Jackson County, MO",2018,"363,146","349,588","13,558",3.7
CN2909700000000,29,97,"Jasper County, MO",2018,"56,624","55,069","1,555",2.7
CN2909900000000,29,99,"Jefferson County, MO",2018,"116,200","112,580","3,620",3.1
CN2910100000000,29,101,"Johnson County, MO",2018,"22,777","21,933",844,3.7
CN2910300000000,29,103,"Knox County, MO",2018,"1,922","1,868",54,2.8
CN2910500000000,29,105,"Laclede County, MO",2018,"16,785","16,165",620,3.7
CN2910700000000,29,107,"Lafayette County, MO",2018,"16,991","16,446",545,3.2
CN2910900000000,29,109,"Lawrence County, MO",2018,"18,100","17,548",552,3
CN2911100000000,29,111,"Lewis County, MO",2018,"5,099","4,954",145,2.8
CN2911300000000,29,113,"Lincoln County, MO",2018,"27,367","26,463",904,3.3
CN2911500000000,29,115,"Linn County, MO",2018,"5,133","4,892",241,4.7
CN2911700000000,29,117,"Livingston County, MO",2018,"7,500","7,313",187,2.5
CN2911900000000,29,119,"McDonald County, MO",2018,"10,507","10,188",319,3
CN2912100000000,29,121,"Macon County, MO",2018,"7,661","7,436",225,2.9
CN2912300000000,29,123,"Madison County, MO",2018,"5,464","5,270",194,3.6
CN2912500000000,29,125,"Maries County, MO",2018,"3,874","3,746",128,3.3
CN2912700000000,29,127,"Marion County, MO",2018,"14,450","14,003",447,3.1
CN2912900000000,29,129,"Mercer County, MO",2018,"1,910","1,850",60,3.1
CN2913100000000,29,131,"Miller County, MO",2018,"12,112","11,669",443,3.7
CN2913300000000,29,133,"Mississippi County, MO",2018,"5,937","5,710",227,3.8
CN2913500000000,29,135,"Moniteau County, MO",2018,"7,223","7,007",216,3
CN2913700000000,29,137,"Monroe County, MO",2018,"3,960","3,819",141,3.6
CN2913900000000,29,139,"Montgomery County, MO",2018,"5,693","5,529",164,2.9
CN2914100000000,29,141,"Morgan County, MO",2018,"7,945","7,606",339,4.3
CN2914300000000,29,143,"New Madrid County, MO",2018,"8,046","7,662",384,4.8
CN2914500000000,29,145,"Newton County, MO",2018,"27,232","26,411",821,3
CN2914700000000,29,147,"Nodaway County, MO",2018,"10,650","10,338",312,2.9
CN2914900000000,29,149,"Oregon County, MO",2018,"3,936","3,800",136,3.5
CN2915100000000,29,151,"Osage County, MO",2018,"6,996","6,827",169,2.4
CN2915300000000,29,153,"Ozark County, MO",2018,"3,461","3,282",179,5.2
CN2915500000000,29,155,"Pemiscot County, MO",2018,"6,349","5,997",352,5.5
CN2915700000000,29,157,"Perry County, MO",2018,"10,173","9,935",238,2.3
CN2915900000000,29,159,"Pettis County, MO",2018,"20,716","19,859",857,4.1
CN2916100000000,29,161,"Phelps County, MO",2018,"19,662","19,056",606,3.1
CN2916300000000,29,163,"Pike County, MO",2018,"7,674","7,397",277,3.6
CN2916500000000,29,165,"Platte County, MO",2018,"57,812","56,330","1,482",2.6
CN2916700000000,29,167,"Polk County, MO",2018,"14,329","13,806",523,3.6
CN2916900000000,29,169,"Pulaski County, MO",2018,"14,629","14,103",526,3.6
CN2917100000000,29,171,"Putnam County, MO",2018,"2,440","2,356",84,3.4
CN2917300000000,29,173,"Ralls County, MO",2018,"5,618","5,460",158,2.8
CN2917500000000,29,175,"Randolph County, MO",2018,"10,257","9,863",394,3.8
CN2917700000000,29,177,"Ray County, MO",2018,"11,048","10,651",397,3.6
CN2917900000000,29,179,"Reynolds County, MO",2018,"3,039","2,945",94,3.1
CN2918100000000,29,181,"Ripley County, MO",2018,"5,129","4,862",267,5.2
CN2918300000000,29,183,"St. Charles County, MO",2018,"221,947","216,310","5,637",2.5
CN2918500000000,29,185,"St. Clair County, MO",2018,"3,781","3,616",165,4.4
CN2918600000000,29,186,"Ste. Genevieve County, MO",2018,"9,195","8,938",257,2.8
CN2918700000000,29,187,"St. Francois County, MO",2018,"26,504","25,535",969,3.7
CN2918900000000,29,189,"St. Louis County, MO",2018,"525,125","509,324","15,801",3
CN2919500000000,29,195,"Saline County, MO",2018,"10,732","10,406",326,3
CN2919700000000,29,197,"Schuyler County, MO",2018,"1,977","1,895",82,4.1
CN2919900000000,29,199,"Scotland County, MO",2018,"2,380","2,312",68,2.9
CN2920100000000,29,201,"Scott County, MO",2018,"20,017","19,333",684,3.4
CN2920300000000,29,203,"Shannon County, MO",2018,"3,241","3,079",162,5
CN2920500000000,29,205,"Shelby County, MO",2018,"3,018","2,926",92,3
CN2920700000000,29,207,"Stoddard County, MO",2018,"13,090","12,509",581,4.4
CN2920900000000,29,209,"Stone County, MO",2018,"13,763","13,119",644,4.7
CN2921100000000,29,211,"Sullivan County, MO",2018,"2,811","2,723",88,3.1
CN2921300000000,29,213,"Taney County, MO",2018,"26,828","25,433","1,395",5.2
CN2921500000000,29,215,"Texas County, MO",2018,"9,043","8,673",370,4.1
CN2921700000000,29,217,"Vernon County, MO",2018,"9,557","9,256",301,3.1
CN2921900000000,29,219,"Warren County, MO",2018,"17,560","17,067",493,2.8
CN2922100000000,29,221,"Washington County, MO",2018,"10,205","9,752",453,4.4
CN2922300000000,29,223,"Wayne County, MO",2018,"5,322","5,064",258,4.8
CN2922500000000,29,225,"Webster County, MO",2018,"16,916","16,391",525,3.1
CN2922700000000,29,227,"Worth County, MO",2018,"1,193","1,159",34,2.8
CN2922900000000,29,229,"Wright County, MO",2018,"7,425","7,118",307,4.1
CN2951000000000,29,510,"St. Louis city, MO",2018,"153,678","147,800","5,878",3.8
CN3000100000000,30,1,"Beaverhead County, MT",2018,"5,043","4,885",158,3.1
CN3000300000000,30,3,"Big Horn County, MT",2018,"5,098","4,609",489,9.6
CN3000500000000,30,5,"Blaine County, MT",2018,"2,291","2,193",98,4.3
CN3000700000000,30,7,"Broadwater County, MT",2018,"2,628","2,524",104,4
CN3000900000000,30,9,"Carbon County, MT",2018,"5,487","5,294",193,3.5
CN3001100000000,30,11,"Carter County, MT",2018,672,655,17,2.5
CN3001300000000,30,13,"Cascade County, MT",2018,"37,848","36,486","1,362",3.6
CN3001500000000,30,15,"Chouteau County, MT",2018,"2,481","2,406",75,3
CN3001700000000,30,17,"Custer County, MT",2018,"6,068","5,880",188,3.1
CN3001900000000,30,19,"Daniels County, MT",2018,881,862,19,2.2
CN3002100000000,30,21,"Dawson County, MT",2018,"4,639","4,513",126,2.7
CN3002300000000,30,23,"Deer Lodge County, MT",2018,"5,143","4,960",183,3.6
CN3002500000000,30,25,"Fallon County, MT",2018,"1,704","1,672",32,1.9
CN3002700000000,30,27,"Fergus County, MT",2018,"5,779","5,564",215,3.7
CN3002900000000,30,29,"Flathead County, MT",2018,"47,793","45,504","2,289",4.8
CN3003100000000,30,31,"Gallatin County, MT",2018,"66,429","64,755","1,674",2.5
CN3003300000000,30,33,"Garfield County, MT",2018,738,718,20,2.7
CN3003500000000,30,35,"Glacier County, MT",2018,"5,713","5,268",445,7.8
CN3003700000000,30,37,"Golden Valley County, MT",2018,369,352,17,4.6
CN3003900000000,30,39,"Granite County, MT",2018,"1,675","1,585",90,5.4
CN3004100000000,30,41,"Hill County, MT",2018,"7,613","7,339",274,3.6
CN3004300000000,30,43,"Jefferson County, MT",2018,"5,630","5,414",216,3.8
CN3004500000000,30,45,"Judith Basin County, MT",2018,920,889,31,3.4
CN3004700000000,30,47,"Lake County, MT",2018,"13,135","12,572",563,4.3
CN3004900000000,30,49,"Lewis and Clark County, MT",2018,"35,455","34,277","1,178",3.3
CN3005100000000,30,51,"Liberty County, MT",2018,964,940,24,2.5
CN3005300000000,30,53,"Lincoln County, MT",2018,"8,060","7,465",595,7.4
CN3005500000000,30,55,"McCone County, MT",2018,980,962,18,1.8
CN3005700000000,30,57,"Madison County, MT",2018,"4,488","4,329",159,3.5
CN3005900000000,30,59,"Meagher County, MT",2018,955,918,37,3.9
CN3006100000000,30,61,"Mineral County, MT",2018,"1,718","1,595",123,7.2
CN3006300000000,30,63,"Missoula County, MT",2018,"63,069","60,969","2,100",3.3
CN3006500000000,30,65,"Musselshell County, MT",2018,"2,267","2,170",97,4.3
CN3006700000000,30,67,"Park County, MT",2018,"8,822","8,484",338,3.8
CN3006900000000,30,69,"Petroleum County, MT",2018,287,275,12,4.2
CN3007100000000,30,71,"Phillips County, MT",2018,"1,918","1,831",87,4.5
CN3007300000000,30,73,"Pondera County, MT",2018,"2,712","2,602",110,4.1
CN3007500000000,30,75,"Powder River County, MT",2018,971,943,28,2.9
CN3007700000000,30,77,"Powell County, MT",2018,"2,880","2,761",119,4.1
CN3007900000000,30,79,"Prairie County, MT",2018,492,474,18,3.7
CN3008100000000,30,81,"Ravalli County, MT",2018,"19,913","19,078",835,4.2
CN3008300000000,30,83,"Richland County, MT",2018,"5,889","5,709",180,3.1
CN3008500000000,30,85,"Roosevelt County, MT",2018,"4,461","4,257",204,4.6
CN3008700000000,30,87,"Rosebud County, MT",2018,"3,893","3,687",206,5.3
CN3008900000000,30,89,"Sanders County, MT",2018,"4,765","4,461",304,6.4
CN3009100000000,30,91,"Sheridan County, MT",2018,"1,769","1,727",42,2.4
CN3009300000000,30,93,"Silver Bow County, MT",2018,"17,238","16,546",692,4
CN3009500000000,30,95,"Stillwater County, MT",2018,"4,932","4,764",168,3.4
CN3009700000000,30,97,"Sweet Grass County, MT",2018,"1,772","1,718",54,3
CN3009900000000,30,99,"Teton County, MT",2018,"2,702","2,611",91,3.4
CN3010100000000,30,101,"Toole County, MT",2018,"2,120","2,064",56,2.6
CN3010300000000,30,103,"Treasure County, MT",2018,337,327,10,3
CN3010500000000,30,105,"Valley County, MT",2018,"4,129","4,003",126,3.1
CN3010700000000,30,107,"Wheatland County, MT",2018,782,743,39,5
CN3010900000000,30,109,"Wibaux County, MT",2018,464,448,16,3.4
CN3011100000000,30,111,"Yellowstone County, MT",2018,"81,269","78,554","2,715",3.3
CN3100100000000,31,1,"Adams County, NE",2018,"16,547","16,072",475,2.9
CN3100300000000,31,3,"Antelope County, NE",2018,"3,574","3,489",85,2.4
CN3100500000000,31,5,"Arthur County, NE",2018,219,208,11,5
CN3100700000000,31,7,"Banner County, NE",2018,381,368,13,3.4
CN3100900000000,31,9,"Blaine County, NE",2018,262,250,12,4.6
CN3101100000000,31,11,"Boone County, NE",2018,"2,922","2,857",65,2.2
CN3101300000000,31,13,"Box Butte County, NE",2018,"5,399","5,250",149,2.8
CN3101500000000,31,15,"Boyd County, NE",2018,"1,083","1,051",32,3
CN3101700000000,31,17,"Brown County, NE",2018,"1,392","1,346",46,3.3
CN3101900000000,31,19,"Buffalo County, NE",2018,"27,695","27,046",649,2.3
CN3102100000000,31,21,"Burt County, NE",2018,"3,465","3,349",116,3.3
CN3102300000000,31,23,"Butler County, NE",2018,"4,533","4,428",105,2.3
CN3102500000000,31,25,"Cass County, NE",2018,"13,275","12,882",393,3
CN3102700000000,31,27,"Cedar County, NE",2018,"4,459","4,355",104,2.3
CN3102900000000,31,29,"Chase County, NE",2018,"2,268","2,219",49,2.2
CN3103100000000,31,31,"Cherry County, NE",2018,"3,375","3,303",72,2.1
CN3103300000000,31,33,"Cheyenne County, NE",2018,"4,731","4,598",133,2.8
CN3103500000000,31,35,"Clay County, NE",2018,"3,239","3,139",100,3.1
CN3103700000000,31,37,"Colfax County, NE",2018,"5,556","5,427",129,2.3
CN3103900000000,31,39,"Cuming County, NE",2018,"4,713","4,597",116,2.5
CN3104100000000,31,41,"Custer County, NE",2018,"6,425","6,289",136,2.1
CN3104300000000,31,43,"Dakota County, NE",2018,"10,777","10,404",373,3.5
CN3104500000000,31,45,"Dawes County, NE",2018,"5,040","4,905",135,2.7
CN3104700000000,31,47,"Dawson County, NE",2018,"12,934","12,578",356,2.8
CN3104900000000,31,49,"Deuel County, NE",2018,974,945,29,3
CN3105100000000,31,51,"Dixon County, NE",2018,"3,046","2,955",91,3
CN3105300000000,31,53,"Dodge County, NE",2018,"19,361","18,832",529,2.7
CN3105500000000,31,55,"Douglas County, NE",2018,"293,923","284,929","8,994",3.1
CN3105700000000,31,57,"Dundy County, NE",2018,"1,161","1,135",26,2.2
CN3105900000000,31,59,"Fillmore County, NE",2018,"3,159","3,081",78,2.5
CN3106100000000,31,61,"Franklin County, NE",2018,"1,468","1,424",44,3
CN3106300000000,31,63,"Frontier County, NE",2018,"1,506","1,468",38,2.5
CN3106500000000,31,65,"Furnas County, NE",2018,"2,627","2,560",67,2.6
CN3106700000000,31,67,"Gage County, NE",2018,"10,916","10,571",345,3.2
CN3106900000000,31,69,"Garden County, NE",2018,"1,192","1,164",28,2.3
CN3107100000000,31,71,"Garfield County, NE",2018,"1,173","1,145",28,2.4
CN3107300000000,31,73,"Gosper County, NE",2018,"1,064","1,037",27,2.5
CN3107500000000,31,75,"Grant County, NE",2018,416,405,11,2.6
CN3107700000000,31,77,"Greeley County, NE",2018,"1,214","1,182",32,2.6
CN3107900000000,31,79,"Hall County, NE",2018,"31,628","30,629",999,3.2
CN3108100000000,31,81,"Hamilton County, NE",2018,"4,682","4,566",116,2.5
CN3108300000000,31,83,"Harlan County, NE",2018,"1,772","1,731",41,2.3
CN3108500000000,31,85,"Hayes County, NE",2018,595,582,13,2.2
CN3108700000000,31,87,"Hitchcock County, NE",2018,"1,252","1,210",42,3.4
CN3108900000000,31,89,"Holt County, NE",2018,"5,725","5,579",146,2.6
CN3109100000000,31,91,"Hooker County, NE",2018,401,386,15,3.7
CN3109300000000,31,93,"Howard County, NE",2018,"3,316","3,216",100,3
CN3109500000000,31,95,"Jefferson County, NE",2018,"4,155","4,052",103,2.5
CN3109700000000,31,97,"Johnson County, NE",2018,"2,074","2,000",74,3.6
CN3109900000000,31,99,"Kearney County, NE",2018,"3,743","3,666",77,2.1
CN3110100000000,31,101,"Keith County, NE",2018,"4,548","4,412",136,3
CN3110300000000,31,103,"Keya Paha County, NE",2018,586,573,13,2.2
CN3110500000000,31,105,"Kimball County, NE",2018,"2,016","1,963",53,2.6
CN3110700000000,31,107,"Knox County, NE",2018,"4,635","4,494",141,3
CN3110900000000,31,109,"Lancaster County, NE",2018,"173,384","168,976","4,408",2.5
CN3111100000000,31,111,"Lincoln County, NE",2018,"18,306","17,763",543,3
CN3111300000000,31,113,"Logan County, NE",2018,469,456,13,2.8
CN3111500000000,31,115,"Loup County, NE",2018,395,383,12,3
CN3111700000000,31,117,"McPherson County, NE",2018,440,429,11,2.5
CN3111900000000,31,119,"Madison County, NE",2018,"19,398","18,914",484,2.5
CN3112100000000,31,121,"Merrick County, NE",2018,"4,053","3,940",113,2.8
CN3112300000000,31,123,"Morrill County, NE",2018,"2,599","2,530",69,2.7
CN3112500000000,31,125,"Nance County, NE",2018,"2,026","1,977",49,2.4
CN3112700000000,31,127,"Nemaha County, NE",2018,"3,608","3,484",124,3.4
CN3112900000000,31,129,"Nuckolls County, NE",2018,"2,388","2,325",63,2.6
CN3113100000000,31,131,"Otoe County, NE",2018,"8,134","7,904",230,2.8
CN3113300000000,31,133,"Pawnee County, NE",2018,"1,472","1,435",37,2.5
CN3113500000000,31,135,"Perkins County, NE",2018,"1,808","1,773",35,1.9
CN3113700000000,31,137,"Phelps County, NE",2018,"4,903","4,793",110,2.2
CN3113900000000,31,139,"Pierce County, NE",2018,"4,089","3,983",106,2.6
CN3114100000000,31,141,"Platte County, NE",2018,"17,328","16,870",458,2.6
CN3114300000000,31,143,"Polk County, NE",2018,"2,902","2,834",68,2.3
CN3114500000000,31,145,"Red Willow County, NE",2018,"5,826","5,689",137,2.4
CN3114700000000,31,147,"Richardson County, NE",2018,"4,231","4,105",126,3
CN3114900000000,31,149,"Rock County, NE",2018,906,884,22,2.4
CN3115100000000,31,151,"Saline County, NE",2018,"7,441","7,217",224,3
CN3115300000000,31,153,"Sarpy County, NE",2018,"94,057","91,558","2,499",2.7
CN3115500000000,31,155,"Saunders County, NE",2018,"10,948","10,650",298,2.7
CN3115700000000,31,157,"Scotts Bluff County, NE",2018,"18,422","17,831",591,3.2
CN3115900000000,31,159,"Seward County, NE",2018,"8,730","8,505",225,2.6
CN3116100000000,31,161,"Sheridan County, NE",2018,"2,690","2,621",69,2.6
CN3116300000000,31,163,"Sherman County, NE",2018,"1,701","1,656",45,2.6
CN3116500000000,31,165,"Sioux County, NE",2018,743,724,19,2.6
CN3116700000000,31,167,"Stanton County, NE",2018,"3,468","3,383",85,2.5
CN3116900000000,31,169,"Thayer County, NE",2018,"2,866","2,802",64,2.2
CN3117100000000,31,171,"Thomas County, NE",2018,440,427,13,3
CN3117300000000,31,173,"Thurston County, NE",2018,"2,968","2,848",120,4
CN3117500000000,31,175,"Valley County, NE",2018,"2,084","2,024",60,2.9
CN3117700000000,31,177,"Washington County, NE",2018,"11,209","10,894",315,2.8
CN3117900000000,31,179,"Wayne County, NE",2018,"5,665","5,529",136,2.4
CN3118100000000,31,181,"Webster County, NE",2018,"1,645","1,599",46,2.8
CN3118300000000,31,183,"Wheeler County, NE",2018,562,548,14,2.5
CN3118500000000,31,185,"York County, NE",2018,"7,309","7,127",182,2.5
CN3200100000000,32,1,"Churchill County, NV",2018,"11,214","10,778",436,3.9
CN3200300000000,32,3,"Clark County, NV",2018,"1,098,114","1,045,471","52,643",4.8
CN3200500000000,32,5,"Douglas County, NV",2018,"22,882","21,889",993,4.3
CN3200700000000,32,7,"Elko County, NV",2018,"27,148","26,260",888,3.3
CN3200900000000,32,9,"Esmeralda County, NV",2018,433,412,21,4.8
CN3201100000000,32,11,"Eureka County, NV",2018,"1,064","1,035",29,2.7
CN3201300000000,32,13,"Humboldt County, NV",2018,"8,170","7,894",276,3.4
CN3201500000000,32,15,"Lander County, NV",2018,"3,151","3,034",117,3.7
CN3201700000000,32,17,"Lincoln County, NV",2018,"2,088","1,995",93,4.5
CN3201900000000,32,19,"Lyon County, NV",2018,"22,467","21,255","1,212",5.4
CN3202100000000,32,21,"Mineral County, NV",2018,"1,929","1,823",106,5.5
CN3202300000000,32,23,"Nye County, NV",2018,"16,801","15,841",960,5.7
CN3202700000000,32,27,"Pershing County, NV",2018,"2,586","2,480",106,4.1
CN3202900000000,32,29,"Storey County, NV",2018,"2,005","1,916",89,4.4
CN3203100000000,32,31,"Washoe County, NV",2018,"250,005","240,941","9,064",3.6
CN3203300000000,32,33,"White Pine County, NV",2018,"4,604","4,434",170,3.7
CN3251000000000,32,510,"Carson City, NV",2018,"25,718","24,502","1,216",4.7
CN3300100000000,33,1,"Belknap County, NH",2018,"31,291","30,503",788,2.5
CN3300300000000,33,3,"Carroll County, NH",2018,"23,607","23,009",598,2.5
CN3300500000000,33,5,"Cheshire County, NH",2018,"41,020","39,990","1,030",2.5
CN3300700000000,33,7,"Coos County, NH",2018,"14,606","14,139",467,3.2
CN3300900000000,33,9,"Grafton County, NH",2018,"49,592","48,560","1,032",2.1
CN3301100000000,33,11,"Hillsborough County, NH",2018,"236,915","230,692","6,223",2.6
CN3301300000000,33,13,"Merrimack County, NH",2018,"82,759","80,927","1,832",2.2
CN3301500000000,33,15,"Rockingham County, NH",2018,"185,379","180,279","5,100",2.8
CN3301700000000,33,17,"Strafford County, NH",2018,"73,309","71,633","1,676",2.3
CN3301900000000,33,19,"Sullivan County, NH",2018,"23,272","22,779",493,2.1
CN3400100000000,34,1,"Atlantic County, NJ",2018,"118,969","111,968","7,001",5.9
CN3400300000000,34,3,"Bergen County, NJ",2018,"472,001","455,773","16,228",3.4
CN3400500000000,34,5,"Burlington County, NJ",2018,"227,445","218,877","8,568",3.8
CN3400700000000,34,7,"Camden County, NJ",2018,"249,945","238,357","11,588",4.6
CN3400900000000,34,9,"Cape May County, NJ",2018,"45,785","41,945","3,840",8.4
CN3401100000000,34,11,"Cumberland County, NJ",2018,"64,289","60,128","4,161",6.5
CN3401300000000,34,13,"Essex County, NJ",2018,"364,346","345,495","18,851",5.2
CN3401500000000,34,15,"Gloucester County, NJ",2018,"147,175","140,940","6,235",4.2
CN3401700000000,34,17,"Hudson County, NJ",2018,"357,639","343,787","13,852",3.9
CN3401900000000,34,19,"Hunterdon County, NJ",2018,"63,020","60,971","2,049",3.3
CN3402100000000,34,21,"Mercer County, NJ",2018,"196,494","189,277","7,217",3.7
CN3402300000000,34,23,"Middlesex County, NJ",2018,"435,053","419,262","15,791",3.6
CN3402500000000,34,25,"Monmouth County, NJ",2018,"323,106","311,236","11,870",3.7
CN3402700000000,34,27,"Morris County, NJ",2018,"252,984","244,696","8,288",3.3
CN3402900000000,34,29,"Ocean County, NJ",2018,"266,971","255,456","11,515",4.3
CN3403100000000,34,31,"Passaic County, NJ",2018,"239,206","227,001","12,205",5.1
CN3403300000000,34,33,"Salem County, NJ",2018,"28,795","27,226","1,569",5.4
CN3403500000000,34,35,"Somerset County, NJ",2018,"169,129","163,318","5,811",3.4
CN3403700000000,34,37,"Sussex County, NJ",2018,"72,560","69,689","2,871",4
CN3403900000000,34,39,"Union County, NJ",2018,"272,683","260,935","11,748",4.3
CN3404100000000,34,41,"Warren County, NJ",2018,"55,348","53,230","2,118",3.8
CN3500100000000,35,1,"Bernalillo County, NM",2018,"329,380","314,530","14,850",4.5
CN3500300000000,35,3,"Catron County, NM",2018,"1,117","1,045",72,6.4
CN3500500000000,35,5,"Chaves County, NM",2018,"27,137","25,818","1,319",4.9
CN3500600000000,35,6,"Cibola County, NM",2018,"8,927","8,366",561,6.3
CN3500700000000,35,7,"Colfax County, NM",2018,"5,480","5,209",271,4.9
CN3500900000000,35,9,"Curry County, NM",2018,"21,629","20,751",878,4.1
CN3501100000000,35,11,"De Baca County, NM",2018,768,733,35,4.6
CN3501300000000,35,13,"Dona Ana County, NM",2018,"96,769","91,299","5,470",5.7
CN3501500000000,35,15,"Eddy County, NM",2018,"31,376","30,331","1,045",3.3
CN3501700000000,35,17,"Grant County, NM",2018,"12,248","11,647",601,4.9
CN3501900000000,35,19,"Guadalupe County, NM",2018,"1,624","1,534",90,5.5
CN3502100000000,35,21,"Harding County, NM",2018,283,268,15,5.3
CN3502300000000,35,23,"Hidalgo County, NM",2018,"2,190","2,106",84,3.8
CN3502500000000,35,25,"Lea County, NM",2018,"29,873","28,642","1,231",4.1
CN3502700000000,35,27,"Lincoln County, NM",2018,"8,702","8,306",396,4.6
CN3502800000000,35,28,"Los Alamos County, NM",2018,"9,098","8,790",308,3.4
CN3502900000000,35,29,"Luna County, NM",2018,"10,107","8,904","1,203",11.9
CN3503100000000,35,31,"McKinley County, NM",2018,"23,810","22,111","1,699",7.1
CN3503300000000,35,33,"Mora County, NM",2018,"2,266","2,127",139,6.1
CN3503500000000,35,35,"Otero County, NM",2018,"24,601","23,398","1,203",4.9
CN3503700000000,35,37,"Quay County, NM",2018,"3,202","3,047",155,4.8
CN3503900000000,35,39,"Rio Arriba County, NM",2018,"16,670","15,802",868,5.2
CN3504100000000,35,41,"Roosevelt County, NM",2018,"7,875","7,533",342,4.3
CN3504300000000,35,43,"Sandoval County, NM",2018,"64,633","61,416","3,217",5
CN3504500000000,35,45,"San Juan County, NM",2018,"52,537","49,508","3,029",5.8
CN3504700000000,35,47,"San Miguel County, NM",2018,"10,939","10,289",650,5.9
CN3504900000000,35,49,"Santa Fe County, NM",2018,"73,974","70,909","3,065",4.1
CN3505100000000,35,51,"Sierra County, NM",2018,"4,097","3,808",289,7.1
CN3505300000000,35,53,"Socorro County, NM",2018,"6,455","6,112",343,5.3
CN3505500000000,35,55,"Taos County, NM",2018,"14,985","14,010",975,6.5
CN3505700000000,35,57,"Torrance County, NM",2018,"5,603","5,176",427,7.6
CN3505900000000,35,59,"Union County, NM",2018,"1,773","1,714",59,3.3
CN3506100000000,35,61,"Valencia County, NM",2018,"30,234","28,584","1,650",5.5
CN3600100000000,36,1,"Albany County, NY",2018,"158,835","152,991","5,844",3.7
CN3600300000000,36,3,"Allegany County, NY",2018,"19,461","18,365","1,096",5.6
CN3600500000000,36,5,"Bronx County, NY",2018,"605,864","571,545","34,319",5.7
CN3600700000000,36,7,"Broome County, NY",2018,"84,592","80,477","4,115",4.9
CN3600900000000,36,9,"Cattaraugus County, NY",2018,"34,020","32,200","1,820",5.3
CN3601100000000,36,11,"Cayuga County, NY",2018,"35,954","34,344","1,610",4.5
CN3601300000000,36,13,"Chautauqua County, NY",2018,"54,993","52,227","2,766",5
CN3601500000000,36,15,"Chemung County, NY",2018,"35,373","33,724","1,649",4.7
CN3601700000000,36,17,"Chenango County, NY",2018,"22,416","21,369","1,047",4.7
CN3601900000000,36,19,"Clinton County, NY",2018,"36,428","34,831","1,597",4.4
CN3602100000000,36,21,"Columbia County, NY",2018,"31,426","30,383","1,043",3.3
CN3602300000000,36,23,"Cortland County, NY",2018,"22,927","21,762","1,165",5.1
CN3602500000000,36,25,"Delaware County, NY",2018,"19,244","18,316",928,4.8
CN3602700000000,36,27,"Dutchess County, NY",2018,"143,934","138,629","5,305",3.7
CN3602900000000,36,29,"Erie County, NY",2018,"443,446","423,872","19,574",4.4
CN3603100000000,36,31,"Essex County, NY",2018,"17,078","16,244",834,4.9
CN3603300000000,36,33,"Franklin County, NY",2018,"19,647","18,633","1,014",5.2
CN3603500000000,36,35,"Fulton County, NY",2018,"22,877","21,711","1,166",5.1
CN3603700000000,36,37,"Genesee County, NY",2018,"29,796","28,551","1,245",4.2
CN3603900000000,36,39,"Greene County, NY",2018,"20,735","19,800",935,4.5
CN3604100000000,36,41,"Hamilton County, NY",2018,"2,296","2,139",157,6.8
CN3604300000000,36,43,"Herkimer County, NY",2018,"27,990","26,616","1,374",4.9
CN3604500000000,36,45,"Jefferson County, NY",2018,"44,691","42,181","2,510",5.6
CN3604700000000,36,47,"Kings County, NY",2018,"1,211,721","1,160,501","51,220",4.2
CN3604900000000,36,49,"Lewis County, NY",2018,"11,677","11,030",647,5.5
CN3605100000000,36,51,"Livingston County, NY",2018,"30,827","29,494","1,333",4.3
CN3605300000000,36,53,"Madison County, NY",2018,"32,630","31,066","1,564",4.8
CN3605500000000,36,55,"Monroe County, NY",2018,"362,858","347,399","15,459",4.3
